district_name,state,district_id,rate_all,rate_ind,rate_asian,rate_pacis,rate_black,rate_latino,rate_white,m_rate_all,m_rate_ind,m_rate_asian,m_rate_pacis,m_rate_black,m_rate_latino,m_rate_white,f_rate_all,f_rate_ind,f_rate_asian,f_rate_pacis,f_rate_black,f_rate_latino,f_rate_white,cnt_all,cnt_ind,cnt_asian,cnt_pacis,cnt_black,cnt_latino,cnt_white,m_cnt_all,m_cnt_ind,m_cnt_asian,m_cnt_pacis,m_cnt_black,m_cnt_latino,m_cnt_white,f_cnt_all,f_cnt_ind,f_cnt_asian,f_cnt_pacis,f_cnt_black,f_cnt_latino,f_cnt_white
CORNWALL CENTRAL SCHOOL DISTRICT,NY,3608430,0.40%,,0.00%,,0.00%,0.00%,0.54%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.83%,,0.00%,,0.00%,0.00%,1.11%,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5
CORTLAND ENLARGED CITY SCHOOL DISTRICT,NY,3608460,0.98%,,0.00%,,0.00%,0.00%,1.13%,1.91%,,0.00%,,0.00%,0.00%,1.46%,0.00%,,0.00%,,0.00%,0.00%,0.00%,15,0,0,0,0,0,15,15,0,0,0,0,0,10,0,0,0,0,0,0,0
COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,NY,3608490,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CROTON-HARMON UNION FREE SCHOOL DISTRICT,NY,3608580,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,NY,3632010,4.48%,,0.00%,,0.00%,0.00%,3.13%,5.26%,,0.00%,,,0.00%,5.56%,3.45%,,,,0.00%,,3.57%,15,0,0,0,0,0,10,10,0,0,0,0,0,10,5,0,0,0,0,0,5
CULTURAL ARTS ACADEMY CHARTER SCHOOL,NY,3601014,0.00%,,,,0.00%,,,0.00%,,,,0.00%,,,0.00%,,,,0.00%,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),NY,3621450,0.00%,,0.00%,,,,0.00%,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANSVILLE CENTRAL SCHOOL DISTRICT,NY,3608790,0.58%,,0.00%,,0.00%,0.00%,0.62%,1.12%,,,,0.00%,0.00%,1.19%,0.00%,,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
DEER PARK UNION FREE SCHOOL DISTRICT,NY,3608880,1.10%,0.00%,0.00%,,3.45%,1.37%,0.53%,1.52%,0.00%,0.00%,,6.45%,2.56%,0.99%,0.00%,,0.00%,,0.00%,0.00%,0.00%,20,0,0,0,10,5,5,15,0,0,0,10,5,5,0,0,0,0,0,0,0
DEPEW UNION FREE SCHOOL DISTRICT,NY,3609030,1.04%,,0.00%,,0.00%,0.00%,0.58%,1.02%,,0.00%,,0.00%,0.00%,1.11%,0.00%,,0.00%,,0.00%,0.00%,0.00%,10,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
DEPOSIT CENTRAL SCHOOL DISTRICT,NY,3609060,1.52%,,,,0.00%,0.00%,1.61%,3.03%,,,,0.00%,0.00%,3.23%,0.00%,,,,0.00%,,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
DERUYTER CENTRAL SCHOOL DISTRICT,NY,3608850,0.00%,,,,,0.00%,0.00%,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISCOVERY CHARTER SCHOOL,NY,3601046,12.50%,,,,6.25%,25.00%,50.00%,16.67%,,,,12.50%,0.00%,0.00%,8.33%,,,,0.00%,0.00%,0.00%,15,0,0,0,5,5,5,10,0,0,0,5,0,0,5,0,0,0,0,0,0
DOBBS FERRY UNION FREE SCHOOL DISTRICT,NY,3609120,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOLGEVILLE CENTRAL SCHOOL DISTRICT,NY,3600001,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOVER UNION FREE SCHOOL DISTRICT,NY,3609210,3.03%,,0.00%,,12.50%,0.00%,3.06%,4.35%,,0.00%,,25.00%,0.00%,3.92%,1.56%,,0.00%,,0.00%,0.00%,2.13%,20,0,0,0,5,0,15,15,0,0,0,5,0,10,5,0,0,0,0,0,5
DREAM CHARTER SCHOOL,NY,3600964,4.08%,,0.00%,,0.00%,4.17%,,7.41%,,,,0.00%,7.14%,,0.00%,,,,0.00%,0.00%,,10,0,0,0,0,5,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0
DRYDEN CENTRAL SCHOOL DISTRICT,NY,3609330,4.35%,0.00%,0.00%,,0.00%,0.00%,4.64%,7.32%,,,,,0.00%,7.79%,1.27%,,,,0.00%,0.00%,1.35%,35,0,0,0,0,0,35,30,0,0,0,0,0,30,5,0,0,0,0,0,5
DUANESBURG CENTRAL SCHOOL DISTRICT,NY,3609360,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,0.00%,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUNDEE CENTRAL SCHOOL DISTRICT,NY,3609390,1.19%,,,,0.00%,0.00%,1.28%,2.13%,,,,,0.00%,2.22%,0.00%,,,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
DUNKIRK CITY SCHOOL DISTRICT,NY,3609420,2.14%,0.00%,,,7.14%,2.35%,1.25%,4.08%,0.00%,,,14.29%,4.65%,2.44%,0.00%,,,,0.00%,0.00%,0.00%,20,0,0,0,5,10,5,20,0,0,0,5,10,5,0,0,0,0,0,0,0
EAST AURORA UNION FREE SCHOOL DISTRICT,NY,3609540,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,NY,3604920,2.27%,,0.00%,,0.00%,0.00%,1.18%,2.13%,,,,,0.00%,2.17%,0.00%,,0.00%,,,0.00%,0.00%,10,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
EAST GREENBUSH CENTRAL SCHOOL DISTRICT,NY,3609630,0.54%,0.00%,0.00%,,0.00%,0.00%,0.64%,0.55%,0.00%,0.00%,,0.00%,0.00%,0.66%,0.52%,,0.00%,,0.00%,0.00%,0.62%,10,0,0,0,0,0,10,5,0,0,0,0,0,5,5,0,0,0,0,0,5
EAST HAMPTON UNION FREE SCHOOL DISTRICT,NY,3609660,0.83%,,0.00%,,0.00%,1.79%,0.00%,1.72%,,0.00%,,0.00%,3.70%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
East Harlem Scholars Academy,NY,9999074,4.55%,,,,10.00%,0.00%,,0.00%,,,,0.00%,0.00%,,0.00%,,,,0.00%,0.00%,,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,NY,3609690,1.10%,,0.00%,,2.44%,0.00%,0.62%,2.05%,,0.00%,,4.00%,0.00%,1.16%,0.00%,,0.00%,,0.00%,0.00%,0.00%,15,0,0,0,5,0,5,15,0,0,0,5,0,5,0,0,0,0,0,0,0
